'Time','SaO2','PR','EEG(sec)','ECG','EMG','EOG(L)','EOG(R)','EEG','AIRFLOW','THOR RES','ABDO RES'
'[23:30:57.832]',96.011,61.283,9.804,-0.251,0.973,11.765,8.824,14.706,3.984,1.098,0.314
'[23:30:57.836]',96.011,61.283,9.804,-0.259,0.973,11.765,8.824,14.706,3.984,1.098,0.314
'[23:30:57.840]',96.011,61.283,4.902,-0.259,-1.702,2.941,2.941,13.725,3.984,1.098,0.314
'[23:30:57.844]',96.011,61.283,4.902,-0.259,-1.702,2.941,2.941,13.725,3.984,1.098,0.314
'[23:30:57.848]',96.011,61.283,5.882,-0.251,-0.486,2.941,2.941,10.784,3.984,1.098,0.314
'[23:30:57.852]',96.011,61.283,5.882,-0.251,-0.486,2.941,2.941,10.784,3.984,1.098,0.314
'[23:30:57.856]',96.011,61.283,2.941,-0.251,-2.918,2.941,2.941,6.863,3.984,1.098,0.314
'[23:30:57.860]',96.011,61.283,2.941,-0.251,-2.918,2.941,3.922,6.863,3.984,1.098,0.314
'[23:30:57.864]',96.011,61.283,-0.000,-0.243,0.973,2.941,3.922,2.941,3.984,1.098,0.314
'[23:30:57.868]',96.011,61.283,-0.000,-0.243,0.973,2.941,3.922,2.941,3.984,1.098,0.314
'[23:30:57.872]',96.011,61.283,-4.902,-0.243,-1.216,2.941,3.922,-5.882,3.984,1.098,0.314
'[23:30:57.876]',96.011,61.283,-4.902,-0.243,-1.216,2.941,3.922,-5.882,3.984,1.098,0.314
'[23:30:57.880]',96.011,61.283,2.941,-0.235,-2.675,4.902,10.784,-17.647,3.984,1.098,0.314
'[23:30:57.884]',96.011,61.283,2.941,-0.227,-2.675,4.902,10.784,-17.647,3.984,1.098,0.314
'[23:30:57.888]',96.011,61.283,7.843,-0.235,2.431,4.902,10.784,-20.588,3.984,1.098,0.314
'[23:30:57.892]',96.011,61.283,7.843,-0.235,2.431,4.902,10.784,-20.588,3.984,1.098,0.314
'[23:30:57.896]',96.011,61.283,12.745,-0.227,-2.431,4.902,10.784,-13.725,3.984,1.098,0.314
'[23:30:57.900]',96.011,61.283,12.745,-0.220,-2.431,2.941,2.941,-13.725,3.984,1.224,0.345
'[23:30:57.904]',96.011,61.283,8.824,-0.227,0.486,2.941,2.941,-0.980,3.984,1.224,0.345
'[23:30:57.908]',96.011,61.283,8.824,-0.227,0.486,2.941,2.941,-0.980,3.984,1.224,0.345
'[23:30:57.912]',96.011,61.283,4.902,-0.220,2.675,2.941,2.941,7.843,3.984,1.224,0.345
'[23:30:57.916]',96.011,61.283,4.902,-0.212,2.675,2.941,2.941,7.843,3.984,1.224,0.345
'[23:30:57.920]',96.011,61.283,-6.863,-0.212,-0.973,0.980,2.941,6.863,3.984,1.224,0.345
'[23:30:57.924]',96.011,61.283,-6.863,-0.212,-0.973,0.980,2.941,6.863,3.984,1.224,0.345
'[23:30:57.928]',96.011,61.283,-11.765,-0.204,-0.243,0.980,2.941,-2.941,3.984,1.224,0.345
'[23:30:57.932]',96.011,61.283,-11.765,-0.196,-0.243,0.980,2.941,-2.941,3.984,1.224,0.345
'[23:30:57.936]',96.011,61.283,-12.745,-0.196,0.243,0.980,2.941,-10.784,3.984,1.224,0.345
'[23:30:57.940]',96.011,61.283,-12.745,-0.196,0.243,-0.000,7.843,-10.784,3.984,1.224,0.345
'[23:30:57.944]',96.011,61.283,-8.824,-0.196,2.431,-0.000,7.843,-11.765,3.984,1.224,0.345
'[23:30:57.948]',96.011,61.283,-8.824,-0.188,2.431,-0.000,7.843,-11.765,3.984,1.224,0.345
'[23:30:57.952]',96.011,61.283,-6.863,-0.188,-0.243,-0.000,7.843,-8.824,3.984,1.224,0.345
'[23:30:57.956]',96.011,61.283,-6.863,-0.196,-0.243,-0.000,7.843,-8.824,3.984,1.224,0.345
'[23:30:57.960]',96.011,61.283,-2.941,-0.196,-0.973,-1.961,4.902,-5.882,3.984,1.224,0.345
'[23:30:57.964]',96.011,61.283,-2.941,-0.196,-0.973,-1.961,4.902,-5.882,3.984,1.224,0.345
'[23:30:57.968]',96.011,61.283,-1.961,-0.196,2.188,-1.961,4.902,-2.941,3.984,1.224,0.345
'[23:30:57.972]',96.011,61.283,-1.961,-0.204,2.188,-1.961,4.902,-2.941,3.984,1.224,0.345
'[23:30:57.976]',96.011,61.283,1.961,-0.204,0.486,-1.961,4.902,-0.980,3.984,1.224,0.345
'[23:30:57.980]',96.011,61.283,1.961,-0.204,0.486,2.941,7.843,-0.980,3.984,1.224,0.345
'[23:30:57.984]',96.011,61.283,9.804,-0.196,-2.431,2.941,7.843,0.980,3.984,1.224,0.345
'[23:30:57.988]',96.011,61.283,9.804,-0.212,-2.431,2.941,7.843,0.980,3.984,1.224,0.345
'[23:30:57.992]',96.011,61.283,15.686,-0.220,-1.702,2.941,7.843,1.961,3.984,1.224,0.345
'[23:30:57.996]',96.011,61.283,15.686,-0.212,-1.702,2.941,7.843,1.961,3.984,1.224,0.345
'[23:30:58.000]',95.012,63.268,19.608,-0.212,-2.431,-1.961,4.902,0.980,3.984,1.286,0.376
'[23:30:58.004]',95.012,63.268,19.608,-0.220,-2.431,-1.961,4.902,0.980,3.984,1.286,0.376
'[23:30:58.008]',95.012,63.268,16.667,-0.227,-0.000,-1.961,4.902,-2.941,3.984,1.286,0.376
'[23:30:58.012]',95.012,63.268,16.667,-0.227,-0.000,-1.961,4.902,-2.941,3.984,1.286,0.376
'[23:30:58.016]',95.012,63.268,14.706,-0.227,0.486,-1.961,4.902,-6.863,3.984,1.286,0.376
'[23:30:58.020]',95.012,63.268,14.706,-0.235,0.486,-2.941,2.941,-6.863,3.984,1.286,0.376
'[23:30:58.024]',95.012,63.268,2.941,-0.251,-1.702,-2.941,2.941,-8.824,3.984,1.286,0.376
'[23:30:58.028]',95.012,63.268,2.941,-0.251,-1.702,-2.941,2.941,-8.824,3.984,1.286,0.376
'[23:30:58.032]',95.012,63.268,-5.882,-0.251,-0.486,-2.941,2.941,-14.706,3.984,1.286,0.376
'[23:30:58.036]',95.012,63.268,-5.882,-0.259,-0.486,-2.941,2.941,-14.706,3.984,1.286,0.376
'[23:30:58.040]',95.012,63.268,-7.843,-0.267,-3.161,-5.882,7.843,-22.549,3.984,1.286,0.376
'[23:30:58.044]',95.012,63.268,-7.843,-0.267,-3.161,-5.882,7.843,-22.549,3.984,1.286,0.376
'[23:30:58.048]',95.012,63.268,2.941,-0.267,-0.486,-5.882,7.843,-25.490,3.984,1.286,0.376
'[23:30:58.052]',95.012,63.268,2.941,-0.267,-0.486,-5.882,7.843,-25.490,3.984,1.286,0.376
'[23:30:58.056]',95.012,63.268,8.824,-0.275,2.431,-5.882,7.843,-16.667,3.984,1.286,0.376
'[23:30:58.060]',95.012,63.268,8.824,-0.275,2.431,-4.902,7.843,-16.667,3.984,1.286,0.376
'[23:30:58.064]',95.012,63.268,17.647,-0.275,-2.431,-4.902,7.843,-5.882,3.984,1.286,0.376
'[23:30:58.068]',95.012,63.268,17.647,-0.275,-2.431,-4.902,7.843,-5.882,3.984,1.286,0.376
'[23:30:58.072]',95.012,63.268,15.686,-0.282,1.702,-4.902,7.843,2.941,3.984,1.286,0.376
'[23:30:58.076]',95.012,63.268,15.686,-0.282,1.702,-4.902,7.843,2.941,3.984,1.286,0.376
'[23:30:58.080]',95.012,63.268,8.824,-0.275,0.973,-4.902,8.824,-1.961,3.984,1.286,0.376
'[23:30:58.084]',95.012,63.268,8.824,-0.267,0.973,-4.902,8.824,-1.961,3.984,1.286,0.376
'[23:30:58.088]',95.012,63.268,-7.843,-0.275,-0.729,-4.902,8.824,-11.765,3.984,1.286,0.376
'[23:30:58.092]',95.012,63.268,-7.843,-0.282,-0.729,-4.902,8.824,-11.765,3.984,1.286,0.376
'[23:30:58.096]',95.012,63.268,-13.725,-0.275,-2.188,-4.902,8.824,-16.667,3.984,1.286,0.376
'[23:30:58.100]',95.012,63.268,-13.725,-0.275,-2.188,-6.863,5.882,-16.667,3.984,1.349,0.408
'[23:30:58.104]',95.012,63.268,-8.824,-0.275,-1.945,-6.863,5.882,-13.725,3.984,1.349,0.408
'[23:30:58.108]',95.012,63.268,-8.824,-0.282,-1.945,-6.863,5.882,-13.725,3.984,1.349,0.408
'[23:30:58.112]',95.012,63.268,3.922,-0.275,0.729,-6.863,5.882,-7.843,3.984,1.349,0.408
'[23:30:58.116]',95.012,63.268,3.922,-0.275,0.729,-6.863,5.882,-7.843,3.984,1.349,0.408
'[23:30:58.120]',95.012,63.268,5.882,-0.275,2.918,-4.902,6.863,-0.980,3.984,1.349,0.408
'[23:30:58.124]',95.012,63.268,5.882,-0.275,2.918,-4.902,6.863,-0.980,3.984,1.349,0.408
'[23:30:58.128]',95.012,63.268,2.941,-0.275,0.729,-4.902,6.863,4.902,3.984,1.349,0.408
'[23:30:58.132]',95.012,63.268,2.941,-0.267,0.729,-4.902,6.863,4.902,3.984,1.349,0.408
'[23:30:58.136]',95.012,63.268,-7.843,-0.275,-2.188,-4.902,6.863,6.863,3.984,1.349,0.408
'[23:30:58.140]',95.012,63.268,-7.843,-0.275,-2.188,-8.824,-0.000,6.863,3.984,1.349,0.408
'[23:30:58.144]',95.012,63.268,-14.706,-0.275,-4.863,-8.824,-0.000,4.902,3.984,1.349,0.408
'[23:30:58.148]',95.012,63.268,-14.706,-0.267,-4.863,-8.824,-0.000,4.902,3.984,1.349,0.408
'[23:30:58.152]',95.012,63.268,-10.784,-0.267,1.459,-8.824,-0.000,-0.980,3.984,1.349,0.408
'[23:30:58.156]',95.012,63.268,-10.784,-0.267,1.459,-8.824,-0.000,-0.980,3.984,1.349,0.408
'[23:30:58.160]',95.012,63.268,4.902,-0.267,1.459,-6.863,3.922,-1.961,3.984,1.349,0.408
'[23:30:58.164]',95.012,63.268,4.902,-0.251,1.459,-6.863,3.922,-1.961,3.984,1.349,0.408
'[23:30:58.168]',95.012,63.268,17.647,-0.243,-0.973,-6.863,3.922,4.902,3.984,1.349,0.408
'[23:30:58.172]',95.012,63.268,17.647,-0.251,-0.973,-6.863,3.922,4.902,3.984,1.349,0.408
'[23:30:58.176]',95.012,63.268,24.510,-0.259,3.404,-6.863,3.922,9.804,3.984,1.349,0.408
'[23:30:58.180]',95.012,63.268,24.510,-0.243,3.404,-0.980,10.784,9.804,3.984,1.349,0.408
'[23:30:58.184]',95.012,63.268,21.569,-0.243,0.973,-0.980,10.784,3.922,3.984,1.349,0.408
'[23:30:58.188]',95.012,63.268,21.569,-0.243,0.973,-0.980,10.784,3.922,3.984,1.349,0.408
'[23:30:58.192]',95.012,63.268,6.863,-0.243,0.486,-0.980,10.784,-6.863,3.984,1.349,0.408
'[23:30:58.196]',95.012,63.268,6.863,-0.235,0.486,-0.980,10.784,-6.863,3.984,1.349,0.408
'[23:30:58.200]',95.012,63.268,-6.863,-0.235,1.945,-10.784,0.980,-12.745,3.984,1.412,0.502
'[23:30:58.204]',95.012,63.268,-6.863,-0.235,1.945,-10.784,0.980,-12.745,3.984,1.412,0.502
'[23:30:58.208]',95.012,63.268,-14.706,-0.235,-2.918,-10.784,0.980,-10.784,3.984,1.412,0.502
'[23:30:58.212]',95.012,63.268,-14.706,-0.235,-2.918,-10.784,0.980,-10.784,3.984,1.412,0.502
'[23:30:58.216]',95.012,63.268,-10.784,-0.227,-0.486,-10.784,0.980,-0.980,3.984,1.412,0.502
'[23:30:58.220]',95.012,63.268,-10.784,-0.227,-0.486,-5.882,1.961,-0.980,3.984,1.412,0.502
'[23:30:58.224]',95.012,63.268,-3.922,-0.235,0.243,-5.882,1.961,9.804,3.984,1.412,0.502
'[23:30:58.228]',95.012,63.268,-3.922,-0.227,0.243,-5.882,1.961,9.804,3.984,1.412,0.502
'[23:30:58.232]',95.012,63.268,2.941,-0.220,-3.161,-5.882,1.961,11.765,3.984,1.412,0.502
'[23:30:58.236]',95.012,63.268,2.941,-0.227,-3.161,-5.882,1.961,11.765,3.984,1.412,0.502
'[23:30:58.240]',95.012,63.268,0.980,-0.235,0.729,-7.843,6.863,3.922,3.984,1.412,0.502
'[23:30:58.244]',95.012,63.268,0.980,-0.235,0.729,-7.843,6.863,3.922,3.984,1.412,0.502
'[23:30:58.248]',95.012,63.268,-1.961,-0.235,1.945,-7.843,6.863,-6.863,3.984,1.412,0.502
'[23:30:58.252]',95.012,63.268,-1.961,-0.235,1.945,-7.843,6.863,-6.863,3.984,1.412,0.502
'[23:30:58.256]',95.012,63.268,-4.902,-0.243,0.973,-7.843,6.863,-12.745,3.984,1.412,0.502
'[23:30:58.260]',95.012,63.268,-4.902,-0.243,0.973,-7.843,3.922,-12.745,3.984,1.412,0.502
'[23:30:58.264]',95.012,63.268,-1.961,-0.235,0.243,-7.843,3.922,-13.725,3.984,1.412,0.502
'[23:30:58.268]',95.012,63.268,-1.961,-0.235,0.243,-7.843,3.922,-13.725,3.984,1.412,0.502
'[23:30:58.272]',95.012,63.268,-1.961,-0.243,2.918,-7.843,3.922,-6.863,3.984,1.412,0.502
'[23:30:58.276]',95.012,63.268,-1.961,-0.243,2.918,-7.843,3.922,-6.863,3.984,1.412,0.502
'[23:30:58.280]',95.012,63.268,1.961,-0.235,-2.431,-10.784,-2.941,1.961,3.984,1.412,0.502
'[23:30:58.284]',95.012,63.268,1.961,-0.235,-2.431,-10.784,-2.941,1.961,3.984,1.412,0.502
'[23:30:58.288]',95.012,63.268,-0.980,-0.243,-0.243,-10.784,-2.941,6.863,3.984,1.412,0.502
'[23:30:58.292]',95.012,63.268,-0.980,-0.251,-0.243,-10.784,-2.941,6.863,3.984,1.412,0.502
'[23:30:58.296]',95.012,63.268,-0.980,-0.243,-0.000,-10.784,-2.941,1.961,3.984,1.412,0.502
'[23:30:58.300]',95.012,63.268,-0.980,-0.243,-0.000,-12.745,-1.961,1.961,3.984,1.443,0.471
'[23:30:58.304]',95.012,63.268,-6.863,-0.243,-2.675,-12.745,-1.961,-11.765,3.984,1.443,0.471
'[23:30:58.308]',95.012,63.268,-6.863,-0.251,-2.675,-12.745,-1.961,-11.765,3.984,1.443,0.471
'[23:30:58.312]',95.012,63.268,-4.902,-0.243,0.243,-12.745,-1.961,-22.549,3.984,1.443,0.471
'[23:30:58.316]',95.012,63.268,-4.902,-0.243,0.243,-12.745,-1.961,-22.549,3.984,1.443,0.471
'[23:30:58.320]',95.012,63.268,-0.000,-0.251,2.188,-9.804,3.922,-19.608,3.984,1.443,0.471
'[23:30:58.324]',95.012,63.268,-0.000,-0.259,2.188,-9.804,3.922,-19.608,3.984,1.443,0.471
'[23:30:58.328]',95.012,63.268,9.804,-0.251,2.431,-9.804,3.922,-5.882,3.984,1.443,0.471
'[23:30:58.332]',95.012,63.268,9.804,-0.251,2.431,-9.804,3.922,-5.882,3.984,1.443,0.471
'[23:30:58.336]',95.012,63.268,11.765,-0.251,-1.216,-9.804,3.922,7.843,3.984,1.443,0.471
'[23:30:58.340]',95.012,63.268,11.765,-0.259,-1.216,-5.882,-0.980,7.843,3.984,1.443,0.471
'[23:30:58.344]',95.012,63.268,9.804,-0.251,-0.486,-5.882,-0.980,12.745,3.984,1.443,0.471
'[23:30:58.348]',95.012,63.268,9.804,-0.243,-0.486,-5.882,-0.980,12.745,3.984,1.443,0.471
'[23:30:58.352]',95.012,63.268,5.882,-0.243,-0.486,-5.882,-0.980,11.765,3.984,1.443,0.471
'[23:30:58.356]',95.012,63.268,5.882,-0.243,-0.486,-5.882,-0.980,11.765,3.984,1.443,0.471
'[23:30:58.360]',95.012,63.268,4.902,-0.227,1.216,-11.765,1.961,7.843,3.984,1.443,0.471
'[23:30:58.364]',95.012,63.268,4.902,-0.227,1.216,-11.765,1.961,7.843,3.984,1.443,0.471
'[23:30:58.368]',95.012,63.268,8.824,-0.220,1.216,-11.765,1.961,2.941,3.984,1.443,0.471
'[23:30:58.372]',95.012,63.268,8.824,-0.227,1.216,-11.765,1.961,2.941,3.984,1.443,0.471
'[23:30:58.376]',95.012,63.268,10.784,-0.227,-0.486,-11.765,1.961,0.980,3.984,1.443,0.471
'[23:30:58.380]',95.012,63.268,10.784,-0.220,-0.486,-5.882,0.980,0.980,3.984,1.443,0.471
'[23:30:58.384]',95.012,63.268,4.902,-0.220,-0.486,-5.882,0.980,5.882,3.984,1.443,0.471
'[23:30:58.388]',95.012,63.268,4.902,-0.227,-0.486,-5.882,0.980,5.882,3.984,1.443,0.471
'[23:30:58.392]',95.012,63.268,-5.882,-0.220,0.243,-5.882,0.980,7.843,3.984,1.443,0.471
'[23:30:58.396]',95.012,63.268,-5.882,-0.212,0.243,-5.882,0.980,7.843,3.984,1.443,0.471
'[23:30:58.400]',95.012,63.268,-8.824,-0.204,0.243,-13.725,-4.902,0.980,3.984,1.412,0.471
'[23:30:58.404]',95.012,63.268,-8.824,-0.204,0.243,-13.725,-4.902,0.980,3.984,1.412,0.471
'[23:30:58.408]',95.012,63.268,-6.863,-0.212,-0.000,-13.725,-4.902,-9.804,3.984,1.412,0.471
'[23:30:58.412]',95.012,63.268,-6.863,-0.212,-0.000,-13.725,-4.902,-9.804,3.984,1.412,0.471
'[23:30:58.416]',95.012,63.268,2.941,-0.212,1.702,-13.725,-4.902,-12.745,3.984,1.412,0.471
'[23:30:58.420]',95.012,63.268,2.941,-0.220,1.702,-5.882,7.843,-12.745,3.984,1.412,0.471
'[23:30:58.424]',95.012,63.268,8.824,-0.227,2.675,-5.882,7.843,-7.843,3.984,1.412,0.471
'[23:30:58.428]',95.012,63.268,8.824,-0.227,2.675,-5.882,7.843,-7.843,3.984,1.412,0.471
'[23:30:58.432]',95.012,63.268,10.784,-0.227,-2.918,-5.882,7.843,-0.000,3.984,1.412,0.471
'[23:30:58.436]',95.012,63.268,10.784,-0.227,-2.918,-5.882,7.843,-0.000,3.984,1.412,0.471
'[23:30:58.440]',95.012,63.268,2.941,-0.235,-1.945,-7.843,-0.000,6.863,3.984,1.412,0.471
'[23:30:58.444]',95.012,63.268,2.941,-0.235,-1.945,-7.843,-0.000,6.863,3.984,1.412,0.471
'[23:30:58.448]',95.012,63.268,1.961,-0.235,-2.675,-7.843,-0.000,7.843,3.984,1.412,0.471
'[23:30:58.452]',95.012,63.268,1.961,-0.243,-2.675,-7.843,-0.000,7.843,3.984,1.412,0.471
'[23:30:58.456]',95.012,63.268,3.922,-0.267,-1.945,-7.843,-0.000,3.922,3.984,1.412,0.471
'[23:30:58.460]',95.012,63.268,3.922,-0.275,-1.945,-9.804,2.941,3.922,3.984,1.412,0.471
'[23:30:58.464]',95.012,63.268,9.804,-0.275,-0.000,-9.804,2.941,0.980,3.984,1.412,0.471
'[23:30:58.468]',95.012,63.268,9.804,-0.282,-0.000,-9.804,2.941,0.980,3.984,1.412,0.471
'[23:30:58.472]',95.012,63.268,2.941,-0.290,-0.000,-9.804,2.941,3.922,3.984,1.412,0.471
'[23:30:58.476]',95.012,63.268,2.941,-0.290,-0.000,-9.804,2.941,3.922,3.984,1.412,0.471
'[23:30:58.480]',95.012,63.268,-0.980,-0.290,-0.729,-7.843,2.941,5.882,3.984,1.412,0.471
'[23:30:58.484]',95.012,63.268,-0.980,-0.282,-0.729,-7.843,2.941,5.882,3.984,1.412,0.471
'[23:30:58.488]',95.012,63.268,-5.882,-0.290,-1.216,-7.843,2.941,6.863,3.984,1.412,0.471
'[23:30:58.492]',95.012,63.268,-5.882,-0.290,-1.216,-7.843,2.941,6.863,3.984,1.412,0.471
'[23:30:58.496]',95.012,63.268,-0.000,-0.282,-0.000,-7.843,2.941,3.922,3.984,1.412,0.471
'[23:30:58.500]',95.012,63.268,-0.000,-0.282,-0.000,-14.706,-4.902,3.922,3.984,1.286,0.439
'[23:30:58.504]',95.012,63.268,2.941,-0.282,0.486,-14.706,-4.902,-1.961,3.984,1.286,0.439
'[23:30:58.508]',95.012,63.268,2.941,-0.282,0.486,-14.706,-4.902,-1.961,3.984,1.286,0.439
'[23:30:58.512]',95.012,63.268,10.784,-0.282,1.945,-14.706,-4.902,-5.882,3.984,1.286,0.439
'[23:30:58.516]',95.012,63.268,10.784,-0.275,1.945,-14.706,-4.902,-5.882,3.984,1.286,0.439
'[23:30:58.520]',95.012,63.268,13.725,-0.275,0.729,-9.804,1.961,-0.980,3.984,1.286,0.439
'[23:30:58.524]',95.012,63.268,13.725,-0.259,0.729,-9.804,1.961,-0.980,3.984,1.286,0.439
'[23:30:58.528]',95.012,63.268,11.765,-0.212,-1.459,-9.804,1.961,9.804,3.984,1.286,0.439
'[23:30:58.532]',95.012,63.268,11.765,-0.118,-1.459,-9.804,1.961,9.804,3.984,1.286,0.439
'[23:30:58.536]',95.012,63.268,1.961,0.031,2.188,-9.804,1.961,16.667,3.984,1.286,0.439
'[23:30:58.540]',95.012,63.268,1.961,0.235,2.188,-10.784,-0.000,16.667,3.984,1.286,0.439
'[23:30:58.544]',95.012,63.268,0.980,0.486,-1.216,-10.784,-0.000,11.765,3.984,1.286,0.439
'[23:30:58.548]',95.012,63.268,0.980,0.714,-1.216,-10.784,-0.000,11.765,3.984,1.286,0.439
'[23:30:58.552]',95.012,63.268,2.941,0.878,-1.945,-10.784,-0.000,3.922,3.984,1.286,0.439
'[23:30:58.556]',95.012,63.268,2.941,0.894,-1.945,-10.784,-0.000,3.922,3.984,1.286,0.439
'[23:30:58.560]',95.012,63.268,4.902,0.745,-0.000,-17.647,-6.863,-0.980,3.984,1.286,0.439
'[23:30:58.564]',95.012,63.268,4.902,0.400,-0.000,-17.647,-6.863,-0.980,3.984,1.286,0.439
'[23:30:58.568]',95.012,63.268,0.980,-0.063,1.702,-17.647,-6.863,-4.902,3.984,1.286,0.439
'[23:30:58.572]',95.012,63.268,0.980,-0.502,1.702,-17.647,-6.863,-4.902,3.984,1.286,0.439
'[23:30:58.576]',95.012,63.268,-0.000,-0.769,1.459,-17.647,-6.863,-6.863,3.984,1.286,0.439
'[23:30:58.580]',95.012,63.268,-0.000,-0.831,1.459,-19.608,-9.804,-6.863,3.984,1.286,0.439
'[23:30:58.584]',95.012,63.268,3.922,-0.737,-0.486,-19.608,-9.804,-4.902,3.984,1.286,0.439
'[23:30:58.588]',95.012,63.268,3.922,-0.596,-0.486,-19.608,-9.804,-4.902,3.984,1.286,0.439
'[23:30:58.592]',95.012,63.268,5.882,-0.463,-0.973,-19.608,-9.804,3.922,3.984,1.286,0.439
'[23:30:58.596]',95.012,63.268,5.882,-0.361,-0.973,-19.608,-9.804,3.922,3.984,1.286,0.439
'[23:30:58.600]',95.012,63.268,6.863,-0.314,-3.404,-12.745,-0.000,9.804,3.984,1.161,0.345
'[23:30:58.604]',95.012,63.268,6.863,-0.314,-3.404,-12.745,-0.000,9.804,3.984,1.161,0.345
'[23:30:58.608]',95.012,63.268,2.941,-0.314,-0.729,-12.745,-0.000,7.843,3.984,1.161,0.345
'[23:30:58.612]',95.012,63.268,2.941,-0.314,-0.729,-12.745,-0.000,7.843,3.984,1.161,0.345
'[23:30:58.616]',95.012,63.268,0.980,-0.314,0.729,-12.745,-0.000,1.961,3.984,1.161,0.345
'[23:30:58.620]',95.012,63.268,0.980,-0.314,0.729,-15.686,-3.922,1.961,3.984,1.161,0.345
'[23:30:58.624]',95.012,63.268,-3.922,-0.314,0.973,-15.686,-3.922,-0.000,3.984,1.161,0.345
'[23:30:58.628]',95.012,63.268,-3.922,-0.306,0.973,-15.686,-3.922,-0.000,3.984,1.161,0.345
'[23:30:58.632]',95.012,63.268,-0.000,-0.306,0.729,-15.686,-3.922,3.922,3.984,1.161,0.345
'[23:30:58.636]',95.012,63.268,-0.000,-0.306,0.729,-15.686,-3.922,3.922,3.984,1.161,0.345
'[23:30:58.640]',95.012,63.268,8.824,-0.306,1.216,-9.804,2.941,8.824,3.984,1.161,0.345
'[23:30:58.644]',95.012,63.268,8.824,-0.306,1.216,-9.804,2.941,8.824,3.984,1.161,0.345
'[23:30:58.648]',95.012,63.268,17.647,-0.298,-0.000,-9.804,2.941,9.804,3.984,1.161,0.345
'[23:30:58.652]',95.012,63.268,17.647,-0.290,-0.000,-9.804,2.941,9.804,3.984,1.161,0.345
'[23:30:58.656]',95.012,63.268,7.843,-0.298,0.729,-9.804,2.941,7.843,3.984,1.161,0.345
'[23:30:58.660]',95.012,63.268,7.843,-0.298,0.729,-11.765,2.941,7.843,3.984,1.161,0.345
'[23:30:58.664]',95.012,63.268,-1.961,-0.290,-0.973,-11.765,2.941,2.941,3.984,1.161,0.345
'[23:30:58.668]',95.012,63.268,-1.961,-0.282,-0.973,-11.765,2.941,2.941,3.984,1.161,0.345
'[23:30:58.672]',95.012,63.268,-7.843,-0.290,2.188,-11.765,2.941,0.980,3.984,1.161,0.345
'[23:30:58.676]',95.012,63.268,-7.843,-0.290,2.188,-11.765,2.941,0.980,3.984,1.161,0.345
'[23:30:58.680]',95.012,63.268,-4.902,-0.282,1.216,-11.765,-0.980,-0.000,3.984,1.161,0.345
'[23:30:58.684]',95.012,63.268,-4.902,-0.282,1.216,-11.765,-0.980,-0.000,3.984,1.161,0.345
'[23:30:58.688]',95.012,63.268,-2.941,-0.290,1.216,-11.765,-0.980,1.961,3.984,1.161,0.345
'[23:30:58.692]',95.012,63.268,-2.941,-0.282,1.216,-11.765,-0.980,1.961,3.984,1.161,0.345
'[23:30:58.696]',95.012,63.268,3.922,-0.282,2.188,-11.765,-0.980,1.961,3.984,1.161,0.345
'[23:30:58.700]',95.012,63.268,3.922,-0.275,2.188,-11.765,1.961,1.961,3.075,0.973,0.282
'[23:30:58.704]',95.012,63.268,8.824,-0.282,3.404,-11.765,1.961,3.922,3.075,0.973,0.282
'[23:30:58.708]',95.012,63.268,8.824,-0.282,3.404,-11.765,1.961,3.922,3.075,0.973,0.282
'[23:30:58.712]',95.012,63.268,16.667,-0.275,-0.973,-11.765,1.961,5.882,3.075,0.973,0.282
'[23:30:58.716]',95.012,63.268,16.667,-0.275,-0.973,-11.765,1.961,5.882,3.075,0.973,0.282
'[23:30:58.720]',95.012,63.268,18.627,-0.267,-1.459,-7.843,4.902,7.843,3.075,0.973,0.282
'[23:30:58.724]',95.012,63.268,18.627,-0.275,-1.459,-7.843,4.902,7.843,3.075,0.973,0.282
'[23:30:58.728]',95.012,63.268,22.549,-0.267,-0.000,-7.843,4.902,8.824,3.075,0.973,0.282
'[23:30:58.732]',95.012,63.268,22.549,-0.259,-0.000,-7.843,4.902,8.824,3.075,0.973,0.282
'[23:30:58.736]',95.012,63.268,22.549,-0.267,1.459,-7.843,4.902,10.784,3.075,0.973,0.282
'[23:30:58.740]',95.012,63.268,22.549,-0.267,1.459,-8.824,3.922,10.784,3.075,0.973,0.282
'[23:30:58.744]',95.012,63.268,18.627,-0.267,2.188,-8.824,3.922,12.745,3.075,0.973,0.282
'[23:30:58.748]',95.012,63.268,18.627,-0.259,2.188,-8.824,3.922,12.745,3.075,0.973,0.282
'[23:30:58.752]',95.012,63.268,6.863,-0.259,-2.431,-8.824,3.922,9.804,3.075,0.973,0.282
'[23:30:58.756]',95.012,63.268,6.863,-0.259,-2.431,-8.824,3.922,9.804,3.075,0.973,0.282
'[23:30:58.760]',95.012,63.268,-3.922,-0.251,-2.188,-12.745,-4.902,4.902,3.075,0.973,0.282
'[23:30:58.764]',95.012,63.268,-3.922,-0.251,-2.188,-12.745,-4.902,4.902,3.075,0.973,0.282
'[23:30:58.768]',95.012,63.268,-8.824,-0.243,-1.702,-12.745,-4.902,2.941,3.075,0.973,0.282
'[23:30:58.772]',95.012,63.268,-8.824,-0.251,-1.702,-12.745,-4.902,2.941,3.075,0.973,0.282
'[23:30:58.776]',95.012,63.268,-7.843,-0.251,1.216,-12.745,-4.902,3.922,3.075,0.973,0.282
'[23:30:58.780]',95.012,63.268,-7.843,-0.243,1.216,-14.706,-4.902,3.922,3.075,0.973,0.282
